txn_id,source_id,target_id,quantity,price,timestamp,region,product_category
TXN-000317,DST-030,RTL-024,387,151.63,2025-03-13 00:15:38,west,electronics
TXN-000318,DST-025,RTL-026,304,9.27,2025-03-13 01:16:03,west,seeds
TXN-000319,MFG-010,DST-015,2521,3.6,2025-03-13 05:44:15,north,seeds
TXN-000320,DST-031,RTL-033,239,33.78,2025-03-13 07:59:23,north,fertilizer
TXN-000321,MFG-008,DST-004,2555,13.52,2025-03-13 09:00:38,east,fertilizer
TXN-000322,DST-007,RTL-059,42,44.42,2025-03-13 17:08:41,west,fertilizer
TXN-000323,MFG-008,DST-015,3035,3.35,2025-03-13 23:49:29,east,seeds
TXN-000324,MFG-002,DST-022,1128,11.21,2025-03-14 04:22:34,west,medicine
TXN-000325,MFG-008,DST-004,2586,13.48,2025-03-14 05:05:48,east,fertilizer
TXN-000326,MFG-003,DST-018,3142,14.38,2025-03-14 09:40:43,east,fertilizer
TXN-000327,MFG-003,DST-035,4567,8.77,2025-03-14 10:08:52,east,medicine
TXN-000328,DST-038,RTL-047,229,155.73,2025-03-14 10:16:57,west,electronics
TXN-000329,DST-023,RTL-068,255,36.49,2025-03-14 17:35:20,central,fertilizer
TXN-000330,DST-015,RTL-066,88,2.37,2025-03-15 01:38:09,central,seeds
TXN-000331,DST-008,RTL-054,232,125.98,2025-03-15 02:37:57,south,electronics
TXN-000332,DST-025,RTL-077,78,10.47,2025-03-15 07:14:52,west,seeds
TXN-000333,DST-012,RTL-012,387,31.58,2025-03-15 19:45:06,north,medicine
TXN-000334,DST-008,RTL-067,355,133.4,2025-03-15 21:44:07,south,electronics
TXN-000335,MFG-003,DST-001,2889,3.74,2025-03-16 01:30:24,east,seeds
TXN-000336,MFG-001,DST-037,2295,13.32,2025-03-16 03:53:50,central,fertilizer
TXN-000337,MFG-003,DST-018,1846,15.33,2025-03-16 04:50:25,east,fertilizer
TXN-000338,DST-018,RTL-033,94,45.21,2025-03-17 00:58:52,east,fertilizer
TXN-000339,MFG-012,DST-035,3510,9.24,2025-03-17 01:31:59,south,medicine
TXN-000340,DST-012,RTL-061,388,25.14,2025-03-17 10:45:39,north,medicine
TXN-000341,MFG-010,DST-015,2584,3.63,2025-03-17 16:41:43,north,seeds
TXN-000342,DST-011,RTL-067,390,40.59,2025-03-17 19:00:59,central,fertilizer
TXN-000343,DST-003,RTL-063,58,39.5,2025-03-18 07:10:03,east,fertilizer
TXN-000344,MFG-002,DST-033,591,13.54,2025-03-18 14:50:47,west,fertilizer
TXN-000345,MFG-009,DST-031,3717,14.0,2025-03-18 14:54:47,north,fertilizer
TXN-000346,MFG-006,DST-019,4312,3.43,2025-03-18 15:29:11,south,seeds
TXN-000347,DST-002,RTL-053,137,11.48,2025-03-19 01:30:11,central,seeds
TXN-000348,MFG-006,DST-026,3646,10.33,2025-03-19 02:17:47,south,medicine
TXN-000349,DST-007,RTL-059,299,30.78,2025-03-19 02:18:46,west,fertilizer
TXN-000350,DST-028,RTL-053,148,30.33,2025-03-19 07:27:58,west,medicine
TXN-000351,DST-017,RTL-057,398,42.75,2025-03-19 09:20:11,central,fertilizer
TXN-000352,MFG-003,DST-032,1509,59.13,2025-03-19 09:45:52,east,electronics
TXN-000353,DST-007,RTL-043,32,33.05,2025-03-20 13:56:44,west,fertilizer
TXN-000354,DST-033,RTL-004,44,34.28,2025-03-21 05:29:02,west,fertilizer
TXN-000355,MFG-006,DST-026,1034,11.67,2025-03-21 06:04:14,south,medicine
TXN-000356,DST-007,RTL-029,46,44.59,2025-03-21 08:57:35,west,fertilizer
TXN-000357,MFG-005,DST-005,4110,47.78,2025-03-21 10:19:04,north,electronics
TXN-000358,DST-027,RTL-045,297,116.25,2025-03-22 02:12:04,west,electronics
TXN-000359,DST-024,RTL-009,20,24.39,2025-03-22 18:04:36,central,medicine
TXN-000360,MFG-005,DST-029,4054,2.93,2025-03-22 20:52:29,north,seeds
TXN-000361,MFG-008,DST-004,2281,15.06,2025-03-23 02:26:40,east,fertilizer
TXN-000362,MFG-006,DST-026,4934,7.74,2025-03-23 11:30:29,south,medicine
TXN-000363,DST-004,RTL-072,142,34.89,2025-03-23 14:00:22,east,fertilizer
TXN-000364,DST-033,RTL-056,126,43.9,2025-03-23 22:57:50,west,fertilizer
TXN-000365,DST-014,RTL-038,100,33.7,2025-03-24 00:11:30,north,fertilizer
TXN-000366,DST-033,RTL-004,98,43.4,2025-03-24 08:55:58,west,fertilizer
TXN-000367,DST-039,RTL-065,310,9.35,2025-03-24 10:24:40,west,seeds
TXN-000368,MFG-002,DST-033,4587,13.11,2025-03-24 13:36:01,west,fertilizer
TXN-000369,DST-004,RTL-072,190,32.97,2025-03-24 20:40:24,east,fertilizer
TXN-000370,MFG-005,DST-034,1033,14.95,2025-03-25 16:47:34,north,fertilizer
TXN-000371,DST-016,RTL-054,105,288.46,2025-03-25 22:55:05,central,electronics
TXN-000372,DST-030,RTL-022,165,157.7,2025-03-25 23:46:29,south,electronics
TXN-000373,MFG-007,DST-024,1914,9.24,2025-03-26 04:58:48,central,medicine
TXN-000374,DST-034,RTL-061,179,43.3,2025-03-26 07:02:08,north,fertilizer
TXN-000375,MFG-007,DST-009,798,11.11,2025-03-26 12:16:35,central,medicine
TXN-000376,DST-040,RTL-056,223,38.84,2025-03-26 13:32:41,west,fertilizer
TXN-000377,DST-027,RTL-023,166,169.81,2025-03-26 19:41:47,west,electronics
TXN-000378,DST-004,RTL-010,219,44.47,2025-03-26 21:59:50,east,fertilizer
TXN-000379,DST-014,RTL-038,104,35.26,2025-03-27 06:49:03,north,fertilizer
TXN-000380,DST-027,RTL-018,387,145.6,2025-03-27 07:14:55,west,electronics
TXN-000381,MFG-006,DST-040,2373,13.58,2025-03-27 10:48:55,south,fertilizer
TXN-000382,DST-024,RTL-084,144,27.79,2025-03-27 12:16:10,central,medicine
TXN-000383,MFG-010,DST-015,453,3.99,2025-03-27 12:21:34,north,seeds
TXN-000384,DST-001,RTL-026,245,9.08,2025-03-27 13:29:50,west,seeds
TXN-000385,DST-014,RTL-032,91,31.83,2025-03-27 14:24:25,north,fertilizer
TXN-000386,DST-019,RTL-012,368,9.39,2025-03-27 19:26:57,south,seeds
TXN-000387,DST-029,RTL-027,307,7.94,2025-03-27 22:57:50,east,seeds
TXN-000388,DST-001,RTL-080,376,10.59,2025-03-28 11:59:13,west,seeds
TXN-000389,MFG-010,DST-021,1050,9.89,2025-03-28 23:07:31,north,medicine
TXN-000390,DST-018,RTL-086,257,37.64,2025-03-29 21:25:01,east,fertilizer
TXN-000391,DST-040,RTL-005,115,40.73,2025-03-29 23:41:35,west,fertilizer
TXN-000392,DST-023,RTL-013,69,41.63,2025-03-30 10:21:44,central,fertilizer
TXN-000393,MFG-003,DST-038,2059,57.16,2025-03-30 15:41:33,east,electronics
TXN-000394,MFG-003,DST-027,3880,50.29,2025-03-31 00:42:51,east,electronics
TXN-000395,MFG-004,DST-009,3820,8.17,2025-03-31 02:37:37,central,medicine
TXN-000396,DST-007,RTL-046,327,28.54,2025-03-31 04:10:08,west,fertilizer
TXN-000397,MFG-006,DST-006,2323,55.89,2025-03-31 14:22:06,south,electronics
TXN-000398,DST-027,RTL-018,168,143.83,2025-03-31 18:23:19,west,electronics
TXN-000399,DST-028,RTL-053,287,30.23,2025-03-31 19:42:19,west,medicine
TXN-000400,DST-013,RTL-089,82,27.34,2025-03-31 21:36:51,east,medicine
TXN-000401,DST-004,RTL-079,241,31.5,2025-04-01 10:32:08,east,fertilizer
TXN-000402,DST-035,RTL-033,96,22.65,2025-04-02 03:11:57,east,medicine
TXN-000403,MFG-002,DST-020,2532,9.42,2025-04-02 07:25:00,west,medicine
TXN-000404,DST-038,RTL-007,257,177.34,2025-04-02 15:07:11,west,electronics
TXN-000405,DST-026,RTL-031,149,31.53,2025-04-02 16:05:10,east,medicine
TXN-000406,MFG-003,DST-018,818,15.9,2025-04-02 17:16:52,east,fertilizer
TXN-000407,DST-021,RTL-089,108,25.54,2025-04-02 20:51:07,central,medicine
TXN-000408,MFG-009,DST-002,2543,3.75,2025-04-03 06:18:17,north,seeds
TXN-000409,MFG-012,DST-016,4190,52.26,2025-04-03 06:40:25,south,electronics
TXN-000410,DST-003,RTL-006,333,41.38,2025-04-03 07:26:41,east,fertilizer
TXN-000411,DST-033,RTL-049,226,38.5,2025-04-03 10:02:38,west,fertilizer
TXN-000412,DST-035,RTL-033,356,29.2,2025-04-03 11:44:29,east,medicine
TXN-000413,MFG-003,DST-008,1832,58.56,2025-04-03 11:56:46,east,electronics
TXN-000414,DST-031,RTL-033,357,31.82,2025-04-03 18:05:55,north,fertilizer
TXN-000415,DST-035,RTL-033,67,28.26,2025-04-03 20:29:29,east,medicine
TXN-000416,MFG-012,DST-035,2594,9.79,2025-04-04 00:00:22,south,medicine
TXN-000417,DST-017,RTL-057,94,32.03,2025-04-04 01:19:49,central,fertilizer
TXN-000418,MFG-010,DST-019,1930,4.13,2025-04-04 01:20:19,north,seeds
TXN-000419,DST-035,RTL-033,138,30.81,2025-04-04 12:44:15,east,medicine
TXN-000420,DST-004,RTL-010,356,33.06,2025-04-04 13:17:47,east,fertilizer
TXN-000421,MFG-001,DST-003,873,14.14,2025-04-04 14:08:50,central,fertilizer
TXN-000422,MFG-006,DST-011,3925,13.86,2025-04-04 19:09:07,south,fertilizer
TXN-000423,DST-004,RTL-038,189,32.62,2025-04-05 05:15:41,east,fertilizer
TXN-000424,DST-030,RTL-024,324,125.2,2025-04-05 06:56:12,west,electronics
TXN-000425,DST-038,RTL-076,249,118.77,2025-04-05 12:24:42,west,electronics
TXN-000426,DST-038,RTL-076,280,155.64,2025-04-05 18:34:11,west,electronics
TXN-000427,DST-035,RTL-033,327,31.25,2025-04-05 21:18:12,east,medicine
TXN-000428,DST-005,RTL-015,376,149.06,2025-04-06 03:15:30,east,electronics
TXN-000429,DST-003,RTL-072,86,36.78,2025-04-06 04:39:18,east,fertilizer
TXN-000430,DST-014,RTL-038,269,28.78,2025-04-06 07:18:49,north,fertilizer
TXN-000431,DST-035,RTL-033,115,21.51,2025-04-06 12:51:22,east,medicine
TXN-000432,DST-035,RTL-033,119,33.16,2025-04-06 14:03:48,east,medicine
TXN-000433,DST-035,RTL-033,357,32.1,2025-04-06 15:15:58,east,medicine
TXN-000434,DST-008,RTL-074,351,120.24,2025-04-06 15:41:08,south,electronics
TXN-000435,DST-011,RTL-060,264,28.52,2025-04-06 19:09:20,central,fertilizer
TXN-000436,MFG-006,DST-027,1519,51.5,2025-04-06 22:29:19,south,electronics
TXN-000437,DST-024,RTL-084,317,29.32,2025-04-07 01:48:02,central,medicine
TXN-000438,DST-010,RTL-086,162,23.03,2025-04-07 05:25:20,central,medicine
TXN-000439,DST-005,RTL-015,396,173.82,2025-04-07 09:40:26,east,electronics
TXN-000440,MFG-003,DST-018,4602,10.9,2025-04-07 11:50:58,east,fertilizer
TXN-000441,DST-027,RTL-015,242,142.2,2025-04-07 12:43:41,west,electronics
TXN-000442,DST-006,RTL-018,332,168.7,2025-04-07 16:45:23,central,electronics
TXN-000443,MFG-003,DST-034,999,15.62,2025-04-08 00:43:25,east,fertilizer
TXN-000444,DST-003,RTL-072,236,31.51,2025-04-08 00:58:34,east,fertilizer
TXN-000445,DST-002,RTL-053,290,10.71,2025-04-08 04:14:16,central,seeds
TXN-000446,MFG-004,DST-014,3515,12.77,2025-04-08 08:13:17,central,fertilizer
TXN-000447,DST-017,RTL-087,190,45.05,2025-04-08 10:25:19,central,fertilizer
TXN-000448,MFG-008,DST-028,1337,9.87,2025-04-08 10:37:57,east,medicine
TXN-000449,DST-015,RTL-021,142,2.29,2025-04-08 13:41:57,central,seeds
TXN-000450,DST-035,RTL-033,45,33.28,2025-04-08 18:37:47,east,medicine
TXN-000451,DST-016,RTL-051,300,310.52,2025-04-09 02:24:01,central,electronics
TXN-000452,DST-019,RTL-082,280,10.19,2025-04-09 03:28:55,south,seeds
TXN-000453,MFG-007,DST-025,3783,3.58,2025-04-09 04:50:52,central,seeds
TXN-000454,MFG-005,DST-033,852,14.33,2025-04-09 04:53:51,north,fertilizer
TXN-000455,MFG-003,DST-026,881,11.83,2025-04-09 06:00:35,east,medicine
TXN-000456,MFG-001,DST-039,4098,3.43,2025-04-09 06:32:03,central,seeds
TXN-000457,DST-010,RTL-086,218,31.35,2025-04-09 11:26:27,central,medicine
TXN-000458,MFG-005,DST-034,2211,11.94,2025-04-09 13:16:56,north,fertilizer
TXN-000459,MFG-011,DST-018,3501,12.29,2025-04-10 00:42:47,central,fertilizer
TXN-000460,MFG-004,DST-036,1914,14.71,2025-04-10 05:05:25,central,fertilizer
TXN-000461,MFG-002,DST-017,1289,14.38,2025-04-10 09:30:54,west,fertilizer
TXN-000462,MFG-012,DST-019,572,4.49,2025-04-11 04:39:51,south,seeds
TXN-000463,DST-021,RTL-089,66,32.22,2025-04-11 09:12:25,central,medicine
TXN-000464,MFG-005,DST-033,1370,15.08,2025-04-11 10:25:59,north,fertilizer
TXN-000465,DST-013,RTL-045,120,31.38,2025-04-11 17:28:04,east,medicine
TXN-000466,DST-036,RTL-025,222,15.02,2025-04-11 22:34:59,south,fertilizer
TXN-000467,DST-039,RTL-015,97,8.15,2025-04-11 23:42:29,west,seeds
TXN-000468,DST-016,RTL-054,50,342.43,2025-04-12 00:27:34,central,electronics
TXN-000469,DST-015,RTL-083,349,2.68,2025-04-12 08:48:08,central,seeds
TXN-000470,DST-029,RTL-059,295,11.6,2025-04-12 09:49:08,east,seeds
TXN-000471,MFG-003,DST-038,2173,52.19,2025-04-12 13:52:05,east,electronics
TXN-000472,MFG-011,DST-018,3587,11.63,2025-04-12 16:57:00,central,fertilizer
TXN-000473,DST-003,RTL-024,134,38.56,2025-04-12 22:52:36,east,fertilizer
TXN-000474,MFG-012,DST-035,2028,9.79,2025-04-13 01:26:39,south,medicine
TXN-000475,DST-023,RTL-013,212,33.07,2025-04-13 02:47:12,central,fertilizer
TXN-000476,DST-002,RTL-053,192,9.4,2025-04-13 07:43:32,central,seeds
TXN-000477,DST-007,RTL-061,206,29.37,2025-04-13 12:29:55,west,fertilizer
TXN-000478,DST-011,RTL-083,253,36.25,2025-04-14 02:41:42,central,fertilizer
TXN-000479,DST-039,RTL-065,195,10.32,2025-04-14 09:48:40,west,seeds
TXN-000480,MFG-012,DST-005,2413,55.03,2025-04-14 09:58:58,south,electronics
TXN-000481,DST-012,RTL-025,339,25.74,2025-04-14 16:11:27,north,medicine
TXN-000482,DST-026,RTL-069,206,27.71,2025-04-14 19:50:02,east,medicine
TXN-000483,MFG-008,DST-004,652,12.93,2025-04-14 20:01:24,east,fertilizer
TXN-000484,DST-007,RTL-061,82,32.3,2025-04-14 20:31:16,west,fertilizer
TXN-000485,MFG-009,DST-011,4206,12.09,2025-04-14 21:47:36,north,fertilizer
TXN-000486,MFG-002,DST-012,4219,9.28,2025-04-15 00:53:57,west,medicine
TXN-000487,DST-025,RTL-026,183,11.78,2025-04-15 07:28:01,west,seeds
TXN-000488,DST-026,RTL-031,250,29.62,2025-04-15 09:01:41,east,medicine
TXN-000489,DST-034,RTL-043,95,39.47,2025-04-15 09:18:18,north,fertilizer
TXN-000490,DST-025,RTL-068,193,11.65,2025-04-15 10:44:37,west,seeds
TXN-000491,DST-027,RTL-067,87,143.92,2025-04-15 20:43:11,west,electronics
TXN-000492,MFG-010,DST-010,4339,10.05,2025-04-15 20:48:52,north,medicine
TXN-000493,DST-011,RTL-084,357,38.04,2025-04-15 22:21:21,central,fertilizer
TXN-000494,DST-006,RTL-018,200,169.94,2025-04-16 12:10:11,central,electronics
TXN-000495,DST-011,RTL-060,375,34.4,2025-04-16 14:06:16,central,fertilizer
TXN-000496,MFG-001,DST-037,1003,15.46,2025-04-16 17:54:49,central,fertilizer
TXN-000497,DST-036,RTL-025,337,16.21,2025-04-16 22:30:29,south,fertilizer
TXN-000498,DST-029,RTL-027,252,8.01,2025-04-17 03:18:12,east,seeds
TXN-000499,DST-004,RTL-038,113,39.38,2025-04-17 07:17:08,east,fertilizer
TXN-000500,DST-018,RTL-086,56,40.34,2025-04-17 13:02:22,east,fertilizer
TXN-000501,DST-037,RTL-037,208,34.51,2025-04-17 14:35:31,west,fertilizer
TXN-000502,MFG-006,DST-019,2799,3.81,2025-04-17 15:40:25,south,seeds
TXN-000503,DST-013,RTL-065,205,26.53,2025-04-18 00:58:08,east,medicine
TXN-000504,MFG-011,DST-026,2154,9.54,2025-04-18 01:45:20,central,medicine
TXN-000505,DST-011,RTL-060,370,44.11,2025-04-18 06:30:32,central,fertilizer
TXN-000506,MFG-009,DST-014,402,14.38,2025-04-18 09:19:19,north,fertilizer
TXN-000507,DST-031,RTL-083,312,37.16,2025-04-18 15:53:00,north,fertilizer
TXN-000508,DST-017,RTL-002,258,36.51,2025-04-18 18:55:12,central,fertilizer
TXN-000509,DST-003,RTL-043,394,42.74,2025-04-18 19:47:53,east,fertilizer
TXN-000510,MFG-010,DST-017,3425,11.84,2025-04-19 10:46:48,north,fertilizer
TXN-000511,DST-011,RTL-060,144,30.57,2025-04-19 12:14:11,central,fertilizer
TXN-000512,MFG-012,DST-016,3377,54.14,2025-04-20 00:21:53,south,electronics
TXN-000513,DST-040,RTL-085,374,38.32,2025-04-20 05:05:20,west,fertilizer
TXN-000514,DST-002,RTL-009,136,9.24,2025-04-20 09:19:05,central,seeds
TXN-000515,DST-024,RTL-033,222,23.25,2025-04-20 13:14:21,central,medicine
TXN-000516,DST-004,RTL-063,207,42.27,2025-04-21 01:45:08,east,fertilizer
TXN-000517,DST-001,RTL-072,163,7.97,2025-04-21 10:55:42,west,seeds
TXN-000518,DST-012,RTL-025,380,25.23,2025-04-21 14:47:56,north,medicine
TXN-000519,DST-036,RTL-025,142,14.54,2025-04-21 18:49:02,east,fertilizer
TXN-000520,MFG-006,DST-006,1008,62.71,2025-04-21 22:19:18,south,electronics
TXN-000521,MFG-005,DST-008,3788,49.74,2025-04-21 22:22:58,north,electronics
TXN-000522,DST-038,RTL-047,233,129.65,2025-04-21 22:41:29,west,electronics
TXN-000523,DST-022,RTL-029,165,32.05,2025-04-22 02:26:43,north,medicine
TXN-000524,DST-006,RTL-065,165,127.54,2025-04-22 12:06:07,central,electronics
TXN-000525,DST-020,RTL-035,202,22.97,2025-04-22 12:37:57,south,medicine
TXN-000526,MFG-008,DST-015,2025,3.44,2025-04-23 05:34:48,east,seeds
TXN-000527,MFG-005,DST-033,4502,11.69,2025-04-23 21:22:17,north,fertilizer
TXN-000528,DST-010,RTL-015,241,29.61,2025-04-23 22:04:11,central,medicine
TXN-000529,MFG-011,DST-031,3930,12.93,2025-04-23 23:50:00,central,fertilizer
TXN-000530,DST-015,RTL-046,187,3.25,2025-04-24 03:32:42,central,seeds
TXN-000531,DST-023,RTL-052,38,43.0,2025-04-24 09:08:54,central,fertilizer
TXN-000532,MFG-002,DST-020,2622,9.9,2025-04-24 13:13:01,west,medicine
TXN-000533,DST-036,RTL-025,389,15.03,2025-04-24 14:45:45,east,fertilizer
TXN-000534,MFG-004,DST-009,4158,8.15,2025-04-24 15:22:16,central,medicine
TXN-000535,MFG-003,DST-035,2598,9.86,2025-04-24 16:42:58,east,medicine
TXN-000536,DST-039,RTL-032,39,8.85,2025-04-24 20:47:57,west,seeds
TXN-000537,DST-002,RTL-085,360,10.54,2025-04-24 23:56:54,central,seeds
TXN-000538,MFG-005,DST-006,1377,50.6,2025-04-25 04:06:02,north,electronics
TXN-000539,DST-004,RTL-072,372,42.85,2025-04-25 05:34:29,east,fertilizer
TXN-000540,DST-021,RTL-043,25,27.99,2025-04-25 05:38:04,central,medicine
TXN-000541,MFG-005,DST-023,4827,10.82,2025-04-25 07:50:46,north,fertilizer
TXN-000542,DST-001,RTL-072,35,9.32,2025-04-25 12:12:00,west,seeds
TXN-000543,MFG-003,DST-028,989,10.38,2025-04-25 12:19:28,east,medicine
TXN-000544,DST-035,RTL-082,297,26.85,2025-04-25 19:08:21,east,medicine
TXN-000545,DST-003,RTL-013,386,31.67,2025-04-26 02:28:22,east,fertilizer
TXN-000546,DST-035,RTL-082,136,33.68,2025-04-26 04:28:57,east,medicine
TXN-000547,DST-016,RTL-054,169,245.67,2025-04-26 04:34:41,central,electronics
TXN-000548,DST-019,RTL-056,291,7.91,2025-04-26 04:57:09,south,seeds
TXN-000549,DST-035,RTL-082,165,26.75,2025-04-26 11:56:50,east,medicine
TXN-000550,DST-035,RTL-082,326,31.5,2025-04-26 12:15:54,east,medicine
TXN-000551,DST-039,RTL-032,349,8.14,2025-04-27 03:53:56,west,seeds
TXN-000552,DST-030,RTL-022,233,173.65,2025-04-27 08:47:33,south,electronics
TXN-000553,DST-036,RTL-003,284,14.52,2025-04-27 12:56:46,south,fertilizer
TXN-000554,DST-035,RTL-082,257,22.53,2025-04-27 22:33:43,east,medicine
TXN-000555,DST-035,RTL-082,250,26.23,2025-04-28 04:11:27,east,medicine
TXN-000556,MFG-005,DST-029,3456,3.39,2025-04-28 07:01:49,north,seeds
TXN-000557,MFG-005,DST-005,1299,62.8,2025-04-28 07:42:31,north,electronics
TXN-000558,DST-035,RTL-082,96,23.8,2025-04-28 10:50:08,east,medicine
TXN-000559,DST-023,RTL-088,394,36.17,2025-04-28 12:13:57,central,fertilizer
TXN-000560,DST-033,RTL-049,213,29.26,2025-04-29 00:08:17,west,fertilizer
TXN-000561,MFG-008,DST-004,3714,12.25,2025-04-29 07:41:35,east,fertilizer
TXN-000562,MFG-003,DST-018,4498,10.33,2025-04-29 19:12:35,east,fertilizer
TXN-000563,MFG-009,DST-006,4640,44.82,2025-04-29 21:48:51,north,electronics
TXN-000564,DST-013,RTL-015,370,29.82,2025-04-30 01:04:50,east,medicine
TXN-000565,MFG-006,DST-040,1890,14.12,2025-04-30 01:25:54,south,fertilizer
TXN-000566,DST-013,RTL-036,242,23.06,2025-04-30 01:51:04,east,medicine
TXN-000567,DST-001,RTL-019,185,8.62,2025-04-30 09:59:36,west,seeds
TXN-000568,DST-035,RTL-082,70,32.62,2025-04-30 12:09:43,east,medicine
TXN-000569,MFG-006,DST-027,567,61.99,2025-05-01 04:49:54,south,electronics
TXN-000570,DST-035,RTL-082,105,28.41,2025-05-01 06:51:13,east,medicine
TXN-000571,DST-038,RTL-076,44,160.45,2025-05-01 10:05:07,west,electronics
TXN-000572,DST-033,RTL-019,88,35.77,2025-05-01 10:48:47,west,fertilizer
TXN-000573,DST-035,RTL-082,177,24.14,2025-05-02 02:52:47,east,medicine
TXN-000574,DST-035,RTL-082,121,22.62,2025-05-02 05:53:44,east,medicine
TXN-000575,DST-035,RTL-082,206,26.63,2025-05-02 09:37:51,east,medicine
TXN-000576,DST-035,RTL-082,122,22.68,2025-05-02 13:05:59,east,medicine
TXN-000577,DST-008,RTL-067,248,112.87,2025-05-02 15:27:42,south,electronics
TXN-000578,DST-040,RTL-056,242,31.75,2025-05-02 16:11:37,west,fertilizer
TXN-000579,MFG-008,DST-017,3105,13.73,2025-05-03 00:30:12,east,fertilizer
TXN-000580,DST-019,RTL-056,23,11.53,2025-05-03 01:08:55,south,seeds
TXN-000581,MFG-007,DST-034,2083,14.83,2025-05-03 02:17:04,central,fertilizer
TXN-000582,DST-035,RTL-082,379,27.19,2025-05-03 06:35:27,east,medicine
TXN-000583,DST-003,RTL-063,127,44.49,2025-05-03 07:15:57,east,fertilizer
TXN-000584,MFG-012,DST-016,1880,59.96,2025-05-03 10:03:07,south,electronics
TXN-000585,DST-008,RTL-067,126,115.61,2025-05-03 14:33:55,south,electronics
TXN-000586,MFG-001,DST-022,1641,10.18,2025-05-03 15:24:13,central,medicine
TXN-000587,DST-027,RTL-015,363,121.19,2025-05-03 16:30:56,west,electronics
TXN-000588,MFG-010,DST-024,1608,9.37,2025-05-03 18:21:23,north,medicine
TXN-000589,DST-003,RTL-013,377,36.61,2025-05-04 06:47:09,east,fertilizer
TXN-000590,DST-035,RTL-082,388,30.19,2025-05-04 07:01:06,east,medicine
TXN-000591,MFG-009,DST-015,2272,3.31,2025-05-04 07:36:03,north,seeds
TXN-000592,DST-004,RTL-049,174,34.89,2025-05-04 09:09:54,east,fertilizer
TXN-000593,DST-011,RTL-027,39,43.5,2025-05-04 09:42:07,central,fertilizer
TXN-000594,DST-017,RTL-057,315,40.44,2025-05-04 12:45:04,central,fertilizer
TXN-000595,DST-003,RTL-006,216,43.0,2025-05-04 21:36:43,east,fertilizer
TXN-000596,DST-002,RTL-035,352,10.89,2025-05-05 05:15:21,central,seeds
TXN-000597,DST-015,RTL-083,32,2.73,2025-05-05 09:40:57,central,seeds
TXN-000598,MFG-006,DST-033,2971,12.46,2025-05-05 13:00:21,south,fertilizer
TXN-000599,DST-040,RTL-021,251,33.34,2025-05-06 00:19:26,west,fertilizer
TXN-000600,MFG-001,DST-039,444,3.51,2025-05-06 07:01:07,central,seeds
TXN-000601,DST-026,RTL-069,279,21.69,2025-05-06 07:15:36,east,medicine
TXN-000602,DST-007,RTL-059,208,40.34,2025-05-06 09:48:10,west,fertilizer
TXN-000603,MFG-005,DST-005,1134,59.29,2025-05-06 12:01:18,north,electronics
TXN-000604,DST-039,RTL-023,139,8.87,2025-05-06 12:34:46,west,seeds
TXN-000605,MFG-010,DST-023,3478,11.41,2025-05-07 03:41:07,north,fertilizer
TXN-000606,MFG-001,DST-022,2656,9.14,2025-05-07 09:26:52,central,medicine
TXN-000607,DST-030,RTL-024,176,129.36,2025-05-07 16:53:43,west,electronics
TXN-000608,DST-018,RTL-044,160,42.69,2025-05-07 18:12:25,east,fertilizer
TXN-000609,DST-040,RTL-020,364,32.16,2025-05-08 08:42:32,west,fertilizer
TXN-000610,MFG-002,DST-022,1842,9.23,2025-05-08 08:45:12,west,medicine
TXN-000611,DST-036,RTL-003,160,16.1,2025-05-09 18:05:23,north,fertilizer
TXN-000612,DST-036,RTL-003,335,16.5,2025-05-10 13:48:12,west,fertilizer
TXN-000613,DST-037,RTL-018,273,29.4,2025-05-10 16:38:16,west,fertilizer
TXN-000614,MFG-004,DST-009,4618,9.25,2025-05-10 21:32:49,central,medicine
TXN-000615,DST-005,RTL-017,359,115.18,2025-05-11 14:53:06,east,electronics
TXN-000616,DST-029,RTL-027,273,8.72,2025-05-11 22:00:49,east,seeds
TXN-000617,DST-021,RTL-045,395,33.4,2025-05-12 09:41:55,central,medicine
TXN-000618,MFG-009,DST-031,4195,13.1,2025-05-12 15:04:52,north,fertilizer
TXN-000619,DST-038,RTL-047,65,118.6,2025-05-12 18:14:06,west,electronics
TXN-000620,DST-001,RTL-019,322,10.24,2025-05-13 00:21:11,west,seeds
TXN-000621,MFG-005,DST-033,3806,12.48,2025-05-13 01:48:36,north,fertilizer
TXN-000622,MFG-011,DST-029,1675,4.26,2025-05-13 02:13:23,central,seeds
TXN-000623,MFG-007,DST-034,1511,15.24,2025-05-13 08:31:49,central,fertilizer
TXN-000624,MFG-009,DST-014,883,14.55,2025-05-13 10:27:18,north,fertilizer
TXN-000625,DST-034,RTL-074,230,30.66,2025-05-13 10:41:00,north,fertilizer
TXN-000626,DST-036,RTL-010,95,15.64,2025-05-13 20:52:58,south,fertilizer
TXN-000627,DST-036,RTL-010,354,14.95,2025-05-14 11:44:40,west,fertilizer
TXN-000628,DST-033,RTL-019,160,39.77,2025-05-14 13:59:10,west,fertilizer
TXN-000629,MFG-002,DST-037,1300,12.5,2025-05-14 19:33:49,west,fertilizer
TXN-000630,MFG-005,DST-006,1453,60.66,2025-05-15 04:18:19,north,electronics
TXN-000631,DST-031,RTL-032,353,39.05,2025-05-15 17:10:07,north,fertilizer
TXN-000632,DST-007,RTL-044,32,36.45,2025-05-16 02:03:33,west,fertilizer
